Index.No.,Region,Country,Port.Name,latdeg,latmin,latdir,londeg,lonmin,londir,Publication,Chart,Harbor.Size,Harbor.Type,Shelter,Tide,Swell,Ice,Other,Overhead.Limits,Channel,Anchorage,Cargo.Pier,Oil.Terminal,Tide.1,Maximum.Size,Good.Holding,Turning.Area,X1st.Port.of.Entry,U.S.,ETA.Message,Compulsory,Available,Local.Assistance,Advisable,Tug.Salvage,Tug.Assistance,Pratique,Derat.Certificate,Other.1,Telephone,Telegraph,Radio,Radio.Telephone,Air,Rail,Wharves,Anchor,Med..Moor,Beach.Moor,Ice.Moor,Medical.Facilities,Garbage.Disposal,Degauss,Dirty.Ballast,Fixed,Mobile,Floating,X100.Tons.Plus,X50.100.Tons,X25.49.Tons,X0.24.Tons,Longshore,Electrical,Steam,Nav.Equipment,Electric.Repair,Provisions,Water,Fuel.Oil,Diesel.Oil,Deck,Engine,Repair,Drydock,Railway,latlon,lat,lon
38435,38340,ES,TORREVIEJA,37,58,N,0,41,W,131,52084,V,CB,G,N,N,N,Y,,J,J,K,,0,M,,,Y,N,Y,Y,Y,,,N,Y,,Y,,,,Y,,,Y,,Y,,,,Y,Y,,N,,Y,,,Y,,,Y,,Y,Y,Y,,Y,Y,Y,N,N,C,,S,37 58 N 0 41 W,37.9666666666667,-0.683333333333333
37160,36450,FR,BLAYE,45,8,N,0,40,W,143,37421,S,RN,E,Y,,,,,L,K,M,M,13,L,,,,,Y,Y,,,,,Y,,,,,,,,Y,Y,Y,,,,,,Y,,Y,Y,Y,,,,,Y,,,,,,,Y,Y,Y,,,C,,,45 8 N 0 40 W,45.1333333333333,-0.666666666666667
38433,38340,ES,ISLAS HORMIGAS,37,39,N,0,39,W,131,52061,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 39 N 0 39 W,37.65,-0.65
45640,45470,DZ,ORAN,35,42,N,0,38,W,131,52282/1,L,CB,E,,Y,N,Y,,A,A,J,,1,M,,,,,Y,Y,Y,,Y,,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,Y,,,Y,,,,Y,Y,Y,Y,,,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,C,,L,35 42 N 0 38 W,35.7,-0.633333333333333
31700,31330,GB,WHITBY,54,29,N,0,37,W,192,35006,S,CB,G,Y,Y,N,Y,Y,N,H,P,,4,M,,,Y,N,Y,Y,Y,,Y,N,N,,,,Y,Y,Y,,,Y,,,,,,Y,Y,,N,,Y,,,Y,Y,Y,Y,,,,,,Y,Y,Y,,,C,,,54 29 N 0 37 W,54.4833333333333,-0.616666666666667
37190,36450,FR,BORDEAUX,44,52,N,0,34,W,143,37423,L,RT,E,N,Y,N,,Y,H,K,L,,0,L,,Y,Y,Y,Y,Y,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,A,M,,44 52 N 0 34 W,44.8666666666667,-0.566666666666667
37170,36450,FR,AMBES,45,1,N,0,32,W,143,37423,S,RN,E,Y,,,,Y,M,K,K,K,13,L,,,,,Y,Y,,,,,Y,,,,,,,,Y,,,,,,,Y,Y,,Y,,,,,,,,,,,,,,Y,Y,Y,,,D,,,45 1 N 0 32 W,45.0166666666667,-0.533333333333333
35610,35220,GB,LITTLEHAMPTON HARBOUR,50,47,N,0,32,W,191,UK1652,V,RN,G,Y,,,Y,Y,Q,N,,,5,M,Y,,Y,N,Y,Y,Y,,Y,N,N,,Y,,Y,,Y,,Y,Y,Y,,,,,Y,Y,,Y,,Y,,,,,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,C,,S,50 47 N 0 32 W,50.7833333333333,-0.533333333333333
38440,38340,ES,ALICANTE,38,20,N,0,29,W,131,52084,M,CB,F,,,,Y,,G,J,G,,0,M,Y,,Y,,Y,Y,Y,,,,Y,Y,Y,,Y,,Y,,Y,Y,Y,,,,,Y,Y,,N,Y,Y,Y,,,Y,Y,Y,,N,Y,,Y,Y,Y,Y,,,N,,M,38 20 N 0 29 W,38.3333333333333,-0.483333333333333
31690,31330,GB,SCARBOROUGH,54,17,N,0,24,W,192,35006,V,CB,G,Y,N,N,Y,,P,L,N,,1,M,Y,,Y,N,Y,Y,Y,,Y,N,N,,,,Y,Y,Y,,Y,Y,,,,,,Y,Y,,Y,Y,Y,,,,Y,Y,Y,,,,,Y,Y,Y,Y,,,C,,S,54 17 N 0 24 W,54.2833333333333,-0.4
31668,31330,GB,NEW HOLLAND,53,42,N,0,22,W,192,37062,V,OR,P,,,,Y,,Q,N,Q,,5,M,,,,,Y,Y,Y,,,,,,Y,Y,Y,Y,Y,,,,Y,,,,,,Y,,,,Y,Y,,,Y,Y,Y,,,,,Y,Y,Y,Y,,,C,,,53 42 N 0 22 W,53.7,-0.366666666666667
35880,35720,FR,PORT DE CAEN,49,11,N,0,21,W,191,37266,S,LC,E,Y,N,N,Y,Y,M,J,L,L,7,M,Y,Y,Y,N,Y,Y,,,,,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,,,,Y,Y,Y,,,,,,Y,,Y,,,C,S,L,49 11 N 0 21 W,49.1833333333333,-0.35
38480,38340,ES,VALENCIA,39,27,N,0,19,W,131,52085,M,CB,F,N,Y,N,Y,,F,E,E,,0,M,Y,,Y,Y,Y,Y,Y,,Y,,Y,Y,,,Y,,Y,,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,Y,,,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,A,S,M,39 27 N 0 19 W,39.45,-0.316666666666667
45630,45470,DZ,ARZEW,35,51,N,0,18,W,131,52262,S,CB,G,N,Y,N,Y,,K,A,L,G,0,M,N,,Y,Y,Y,Y,Y,,Y,,Y,Y,,Y,Y,,Y,Y,,Y,Y,,,,,Y,,,Y,,Y,Y,,,Y,Y,Y,Y,,,,Y,Y,Y,Y,,,C,,S,35 51 N 0 18 W,35.85,-0.3
31660,31330,GB,KINGSTON UPON HULL,53,45,N,0,17,W,192,37062,M,RT,E,Y,N,N,Y,Y,N,N,K,K,6,L,,,Y,N,Y,Y,Y,Y,Y,N,Y,,Y,Y,Y,,Y,,Y,Y,Y,,,,,Y,,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,A,M,,53 45 N 0 17 W,53.75,-0.283333333333333
45635,45470,DZ,ARZEW EL DJEDID,35,49,N,0,15,W,131,52262,S,CB,P,,,,Y,,L,A,,H,0,M,N,,,,Y,Y,Y,,,,Y,,,,N,,Y,,Y,Y,Y,,,,,Y,Y,,N,,,,,,,,,,,,,Y,Y,Y,Y,,,N,,S,35 49 N 0 15 W,35.8166666666667,-0.25
35885,35720,FR,OUISTREHAM,49,17,N,0,15,W,191,37266,V,LC,G,Y,N,N,Y,Y,M,J,L,L,7,M,,Y,Y,N,Y,Y,Y,,,,,,,,Y,Y,Y,,Y,,Y,,,,,,,,N,Y,Y,,,,Y,Y,,,,,,,Y,,,,,C,S,,49 17 N 0 15 W,49.2833333333333,-0.25
35630,35220,GB,SHOREHAM HARBOUR,50,49,N,0,15,W,191,UK1652,V,LC,G,N,N,Y,Y,Y,P,K,M,,5,M,,Y,Y,N,Y,Y,Y,,Y,N,Y,,Y,Y,,,Y,,Y,Y,Y,,,,,Y,Y,,N,Y,Y,,,,,Y,Y,,,,,Y,Y,Y,Y,Y,Y,C,S,M,50 49 N 0 15 W,50.8166666666667,-0.25
38490,38340,ES,SAGUNTO,39,39,N,0,13,W,131,52086,V,CB,F,N,Y,N,Y,N,L,C,G,,0,L,Y,,Y,N,Y,Y,,,,N,Y,Y,,,,,Y,,Y,Y,Y,,,,,Y,,,N,Y,Y,,Y,Y,Y,Y,Y,,,,,Y,Y,Y,Y,,,C,,M,39 39 N 0 13 W,39.65,-0.216666666666667
31650,31330,GB,IMMINGHAM,53,38,N,0,12,W,192,37066,M,RT,E,Y,N,N,Y,Y,L,N,H,K,5,L,,,Y,N,Y,Y,Y,,Y,N,Y,,Y,,,,Y,,Y,Y,,Y,,,,Y,,,Y,Y,Y,,N,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,A,M,M,53 38 N 0 12 W,53.6333333333333,-0.2
31680,31330,GB,BRIDLINGTON,54,5,N,0,11,W,192,37059,V,CB,G,Y,N,N,Y,,P,K,O,,4,M,Y,,Y,N,Y,N,Y,,Y,N,N,Y,Y,Y,Y,Y,Y,,Y,Y,Y,,,,,Y,Y,,N,Y,Y,,,,,Y,,Y,,,Y,,Y,Y,,Y,Y,C,,S,54 5 N 0 11 W,54.0833333333333,-0.183333333333333
38460,38340,ES,PUERTO DE GANDIA,39,0,N,0,9,W,131,52080,V,CB,P,,,,Y,,L,C,K,,0,M,,Y,,N,Y,Y,Y,,,,Y,Y,,,,,Y,,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,,,,Y,Y,,,,,,Y,Y,Y,Y,,,,,,39 0 N 0 9 W,39,-0.15
31470,31330,GB,LONDON,51,30,N,0,5,W,192,37036,L,RB,E,Y,N,N,Y,Y,L,G,O,K,6,L,Y,Y,Y,Y,Y,Y,Y,,Y,N,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,N,N,N,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,A,M,M,51 30 N 0 5 W,51.5,-0.0833333333333333
31640,31330,GB,GRIMSBY,53,35,N,0,4,W,192,37066,M,RT,E,Y,N,N,Y,Y,M,O,N,,6,M,,,Y,Y,Y,Y,Y,,Y,N,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,,,,,Y,,,Y,Y,Y,,,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,C,M,S,53 35 N 0 4 W,53.5833333333333,-0.0666666666666667
38495,38340,ES,BURRIANA,39,53,N,0,3,W,131,52086,V,RN,F,,,,,,N,J,N,,0,M,,,,,Y,N,Y,,Y,,Y,,,,,,Y,,Y,Y,Y,,,,,Y,Y,,N,,,,,,,,Y,Y,N,N,N,,Y,Y,Y,Y,Y,C,,S,39 53 N 0 3 W,39.8833333333333,-0.05
31630,31330,GB,BOSTON,52,58,N,0,1,W,192,UK1200,S,RT,P,Y,N,N,Y,Y,N,L,N,,5,,Y,,Y,N,Y,Y,Y,Y,Y,,Y,,Y,Y,,,Y,,Y,Y,Y,,,,,Y,Y,,N,Y,Y,,,Y,Y,Y,Y,,,,,Y,Y,Y,Y,,,C,,S,52 58 N 0 1 W,52.9666666666667,-0.0166666666666667
46070,46010,GH,TEMA,5,37,N,0,1,E,123,57081/2,S,CB,G,Y,Y,N,Y,,H,A,J,A,2,M,Y,,Y,Y,Y,Y,Y,,Y,,Y,,Y,,Y,,Y,Y,Y,Y,Y,Y,,,,Y,Y,,Y,Y,Y,,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,B,M,M,5 37 N 0 1 E,5.61666666666667,0.0166666666666667
38500,38340,ES,EL GRAO,39,58,N,0,1,E,131,52086/0,V,CB,F,N,N,N,Y,,K,J,L,B,1,M,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,,,Y,,,Y,Y,Y,,Y,Y,Y,Y,Y,,,Y,Y,,Y,Y,Y,,,C,M,S,39 58 N 0 1 E,39.9666666666667,0.0166666666666667
35650,35220,GB,NEWHAVEN HARBOUR,50,47,N,0,3,E,191,UK1652,V,RN,G,Y,N,N,Y,Y,N,G,L,,6,L,Y,,Y,N,Y,Y,,,,N,Y,,Y,,Y,Y,Y,,Y,Y,,,,,,Y,,,Y,Y,Y,,,,,Y,Y,,,,,,Y,Y,Y,Y,Y,C,,,50 47 N 0 3 E,50.7833333333333,0.05
45620,45470,DZ,MOSTAGANEM,35,56,N,0,5,E,131,52263,V,CB,G,Y,Y,N,N,Y,J,A,M,,0,M,Y,,Y,N,Y,Y,Y,,N,N,Y,Y,,,Y,,Y,Y,Y,Y,Y,Y,,,,Y,Y,,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,N,N,,,C,M,S,35 56 N 0 5 E,35.9333333333333,0.0833333333333333
35870,35720,FR,DEAUVILLE,49,22,N,0,5,E,191,37261,V,LC,F,Y,N,N,Y,Y,Q,H,O,,7,M,,,Y,N,Y,Y,Y,,,N,N,Y,,,Y,,Y,,Y,Y,Y,,,,,Y,Y,,N,Y,Y,,,,,Y,Y,,,,,,Y,Y,Y,,,C,S,S,49 22 N 0 5 E,49.3666666666667,0.0833333333333333
35840,35720,FR,PORT OF LE HAVRE,49,29,N,0,7,E,191,37262,L,RT,E,Y,N,N,Y,Y,G,M,F,C,7,L,,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,M,49 29 N 0 7 E,49.4833333333333,0.116666666666667
35835,35720,FR,PORT DU HAVRE-ANTIFER,49,39,N,0,9,E,191,37261,S,CB,F,Y,Y,,Y,N,A,A,,A,7,L,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,,Y,Y,Y,,Y,,Y,,,,,Y,Y,,Y,Y,Y,,,,,Y,,,,,,,Y,Y,Y,,,,,,49 39 N 0 9 E,49.65,0.15
31600,31330,GB,WISBECH,52,40,N,0,9,E,192,UK 1200,S,LC,G,,Y,,Y,Y,Q,N,O,,4,M,,Y,,,Y,Y,Y,,Y,,Y,,Y,Y,,,Y,,,,Y,,,,,Y,Y,,N,,Y,,,,Y,,,,,,Y,Y,Y,Y,Y,Y,,C,,,52 40 N 0 9 E,52.6666666666667,0.15
35860,35720,FR,HONFLEUR,49,25,N,0,13,E,191,37258,V,RT,G,Y,N,N,Y,,O,H,L,K,7,M,Y,Y,Y,N,Y,Y,Y,,Y,N,Y,Y,,,Y,,Y,,Y,Y,Y,,,,,Y,,,N,Y,Y,,,,,Y,,,,,,,Y,Y,Y,,,B,,,49 25 N 0 13 E,49.4166666666667,0.216666666666667
31430,31330,GB,TILBURY,51,28,N,0,20,E,192,37035,S,RT,G,,,,,Y,,M,K,,3,M,,,,,Y,Y,Y,,Y,,Y,,,,Y,,Y,,,,,,,,,,Y,,N,Y,,,,,Y,Y,Y,,,,,Y,Y,Y,Y,,,C,,S,51 28 N 0 20 E,51.4666666666667,0.333333333333333
35830,35720,FR,FECAMP,49,46,N,0,22,E,191,37115,S,LC,F,Y,Y,N,Y,Y,Q,J,M,M,6,M,,,Y,N,Y,Y,Y,,,N,Y,Y,Y,,Y,,Y,,Y,Y,Y,,,,,Y,Y,,N,Y,Y,,Y,,Y,Y,Y,,,,,,Y,Y,Y,,,C,,S,49 46 N 0 22 E,49.7666666666667,0.366666666666667
31420,31330,GB,GRAVESEND,51,27,N,0,22,E,192,37035,S,RN,E,Y,N,N,Y,,L,F,M,,0,M,,,Y,Y,Y,Y,Y,,Y,,Y,,Y,Y,Y,Y,Y,,Y,Y,,,,,,Y,Y,,N,Y,,,,,,Y,Y,,,,,Y,Y,Y,Y,Y,Y,C,,S,51 27 N 0 22 E,51.45,0.366666666666667
31610,31330,GB,KING'S LYNN,52,45,N,0,24,E,192,37059,S,RT,E,Y,N,N,Y,Y,P,N,N,N,4,M,,,Y,N,Y,Y,Y,,Y,,Y,,Y,,,,Y,,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,,,,Y,Y,,Y,,,Y,Y,Y,Y,Y,Y,Y,C,,S,52 45 N 0 24 E,52.75,0.4
31390,31330,GB,CHATHAM DOCKS,51,24,N,0,33,E,192,37031,S,RB,G,Y,Y,N,Y,Y,P,G,L,,4,M,,,Y,N,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,,Y,,,Y,,,,,,Y,,,Y,Y,Y,,,,Y,Y,Y,,,,,,Y,,,,,C,L,S,51 24 N 0 33 E,51.4,0.55
31375,31330,GB,ISLE OF GRAIN,51,26,N,0,42,E,192,37030,S,CN,F,Y,,,Y,,J,G,H,H,4,L,,,,,Y,Y,Y,,,,Y,,Y,Y,Y,,Y,,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,,,,,Y,Y,,,,,,Y,Y,Y,,,C,,S,51 26 N 0 42 E,51.4333333333333,0.7
31376,31330,GB,THAMESPORT,51,26,N,0,42,E,192,37145,S,RN,G,Y,,,Y,,J,G,F,,6,L,,,,N,Y,Y,Y,,,,Y,,Y,Y,Y,Y,Y,,,Y,Y,,,,,,,,,Y,Y,,,Y,Y,,Y,,,,,,Y,Y,,,,C,,S,51 26 N 0 42 E,51.4333333333333,0.7
31370,31330,GB,SHEERNESS,51,27,N,0,45,E,192,37145,V,CN,F,Y,N,N,Y,,J,G,J,,4,M,,,Y,N,Y,Y,Y,,,,Y,,Y,Y,Y,,Y,,Y,Y,,,,,,Y,Y,,,,,,,,,Y,Y,,,,,,Y,Y,Y,Y,Y,C,S,S,51 27 N 0 45 E,51.45,0.75
35690,35220,GB,RYE HARBOUR,50,56,N,0,46,E,191,UK0536,V,RN,F,Y,N,N,Y,N,Q,N,O,,6,M,N,Y,Y,N,Y,Y,,Y,,N,Y,,,,Y,,Y,,Y,Y,,,,,,Y,Y,,Y,,Y,,,,,Y,Y,,,,,,Y,Y,Y,,,C,,,50 56 N 0 46 E,50.9333333333333,0.766666666666667
31506,31330,GB,COLCHESTER,51,53,N,0,55,E,192,37010,V,RN,G,N,N,N,Y,,P,N,,,3,M,,,Y,N,Y,Y,Y,Y,,N,Y,,,,,,Y,,Y,Y,,,,,,Y,Y,,Y,Y,,,,Y,Y,Y,,,,,,,Y,Y,Y,,,C,,S,51 53 N 0 55 E,51.8833333333333,0.916666666666667
31360,31330,GB,WHITSTABLE,51,22,N,1,2,E,192,37040,S,RN,F,Y,N,N,Y,,P,O,N,,4,,,,Y,N,Y,Y,Y,,,,Y,,Y,Y,Y,,Y,,Y,Y,,Y,,,,Y,Y,,N,,Y,,,,,Y,,,,,,,Y,Y,Y,,,C,S,S,51 22 N 1 2 E,51.3666666666667,1.03333333333333
35850,35720,FR,PORT OF ROUEN,49,27,N,1,4,E,191,37259,L,RN,E,Y,N,N,Y,Y,K,H,J,J,3,M,Y,Y,Y,N,Y,Y,Y,,Y,N,Y,Y,Y,,,,Y,,Y,Y,Y,,Y,,,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,A,S,L,49 27 N 1 4 E,49.45,1.06666666666667
35810,35720,FR,DIEPPE,49,56,N,1,5,E,191,37111,S,LC,G,Y,Y,N,Y,Y,N,J,L,,9,M,Y,,Y,N,Y,Y,Y,,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,,,,,,Y,Y,,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,S,S,49 56 N 1 5 E,49.9333333333333,1.08333333333333
31550,31330,GB,IPSWICH,52,3,N,1,10,E,192,37140,S,RT,F,Y,Y,N,Y,Y,N,J,M,M,3,M,,Y,Y,N,Y,Y,Y,,Y,,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,,,,Y,Y,Y,,,,,,Y,Y,Y,Y,Y,C,M,S,52 3 N 1 10 E,52.05,1.16666666666667
35700,35220,GB,FOLKESTONE HARBOUR,51,5,N,1,12,E,191,37121,S,CB,G,Y,N,N,Y,,Q,E,N,,6,M,N,N,Y,N,Y,Y,Y,,N,,,,,,Y,,Y,,Y,Y,Y,,,,,Y,,,Y,,Y,,,,,Y,,,,,,Y,Y,Y,Y,,,C,,,51 5 N 1 12 E,51.0833333333333,1.2
38540,38340,ES,TARRAGONA,41,6,N,1,14,E,131,52121/0,L,CB,F,N,Y,N,Y,,C,A,C,A,1,M,Y,,Y,Y,Y,Y,Y,,,,Y,,,Y,Y,Y,Y,,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,C,,M,41 6 N 1 14 E,41.1,1.23333333333333
46090,46080,TG,LOME,6,8,N,1,17,E,123,57102,M,CB,G,N,N,N,Y,,G,G,J,G,2,L,Y,,Y,Y,Y,Y,Y,,,,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,,,Y,Y,,Y,N,N,N,N,,Y,Y,Y,,,C,S,L,6 8 N 1 17 E,6.13333333333333,1.28333333333333
31530,31330,GB,HARWICH,51,57,N,1,17,E,192,37054,S,RN,F,Y,N,N,Y,,H,J,K,L,3,L,,,Y,N,Y,Y,Y,,Y,,Y,,Y,,,,Y,,Y,Y,Y,,,,,Y,,,Y,Y,Y,,,,Y,Y,,Y,,,Y,,Y,Y,Y,Y,Y,C,,M,51 57 N 1 17 E,51.95,1.28333333333333
45610,45470,DZ,TENES,36,32,N,1,19,E,131,52240,V,OR,F,,,,Y,,A,G,M,,0,M,N,,,,Y,Y,,,,,Y,,Y,,,,Y,,,Y,Y,Y,,,,Y,Y,,N,Y,Y,,,Y,Y,Y,Y,,,,,Y,Y,,,,,,,,36 32 N 1 19 E,36.5333333333333,1.31666666666667
31560,31330,GB,FELIXSTOWE,51,57,N,1,19,E,192,37054,V,RN,F,Y,N,N,Y,,G,J,M,L,2,L,,,Y,N,Y,Y,Y,,Y,,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,,,,Y,Y,Y,Y,N,Y,Y,,Y,Y,Y,Y,Y,B,,S,51 57 N 1 19 E,51.95,1.31666666666667
35710,35220,GB,DOVER HARBOR,51,7,N,1,20,E,191,37121,S,CB,F,N,N,N,Y,,L,L,K,,6,L,,,Y,N,Y,Y,Y,,Y,,Y,Y,Y,,N,Y,Y,Y,Y,Y,,,,,,,Y,,Y,Y,Y,Y,,Y,Y,Y,Y,,,Y,,Y,Y,Y,Y,Y,Y,C,,M,51 7 N 1 20 E,51.1166666666667,1.33333333333333
35800,35720,FR,LE TREPORT,50,4,N,1,22,E,191,37112,V,RT,F,Y,Y,N,Y,Y,Q,G,M,,9,M,N,,Y,N,Y,Y,Y,,Y,N,N,,,,Y,,Y,,Y,Y,,,,,,Y,Y,,Y,Y,Y,,,,,Y,,,,,,,Y,Y,Y,,,C,,S,50 4 N 1 22 E,50.0666666666667,1.36666666666667
35715,35220,GB,RAMSGATE,51,20,N,1,25,E,191,37028,S,CB,G,Y,Y,N,Y,,M,P,M,,5,M,,,Y,N,Y,Y,Y,,,N,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,,,Y,Y,Y,Y,,,,,,Y,Y,Y,,,C,M,S,51 20 N 1 25 E,51.3333333333333,1.41666666666667
38610,38600,ES,IBIZA,38,54,N,1,27,E,131,52142,V,CB,F,N,N,N,,,L,A,C,L,0,M,,,,N,Y,Y,Y,Y,Y,N,Y,Y,,,Y,,Y,,Y,,Y,,,,,Y,Y,,Y,,,,,,,,Y,,,,,Y,Y,Y,Y,,,C,,,38 54 N 1 27 E,38.9,1.45
46095,46080,TG,KPEME,6,12,N,1,31,E,123,57102,V,OR,P,N,Y,N,Y,Y,J,G,H,K,2,M,Y,Y,Y,Y,Y,Y,Y,,Y,N,N,Y,,,Y,,Y,Y,,Y,Y,,,,,,Y,,N,,,,,,,,,,,,,,,,,N,N,N,,S,6 12 N 1 31 E,6.2,1.51666666666667
35760,35720,FR,BOULOGNE-SUR-MER,50,44,N,1,36,E,191,37104,M,RT,G,N,N,N,N,Y,N,G,J,O,8,M,,,Y,N,Y,Y,Y,Y,Y,,Y,Y,,Y,Y,Y,Y,,Y,Y,,,,,,Y,,,N,Y,Y,,,,Y,Y,Y,,,,,,Y,Y,Y,,,C,S,L,50 44 N 1 36 E,50.7333333333333,1.6
35790,35720,FR,SAINT-VALERY-SUR-SOMME,50,11,N,1,37,E,191,37115,V,CB,E,Y,N,N,Y,,Q,,O,,5,M,N,,Y,N,Y,,Y,Y,Y,,Y,Y,,,Y,,Y,,Y,,Y,,,,,Y,,,N,Y,Y,,,,,Y,,,,,,,Y,Y,Y,,,D,,,50 11 N 1 37 E,50.1833333333333,1.61666666666667
38543,38340,ES,VILLANUEVA Y GELTRU,41,14,N,1,44,E,131,52125,V,CB,F,,,N,Y,,M,M,M,,0,M,,,,,Y,Y,Y,,,,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,,,N,N,,,,Y,Y,Y,,,,,Y,,,Y,,,,,,,,,,,S,41 14 N 1 44 E,41.2333333333333,1.73333333333333
31580,31330,GB,GREAT YARMOUTH,52,37,N,1,44,E,192,UK1536,S,RN,E,Y,N,N,Y,Y,O,K,O,O,2,M,,,Y,N,Y,Y,Y,,Y,,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,,,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,C,M,S,52 37 N 1 44 E,52.6166666666667,1.73333333333333
31570,31330,GB,LOWESTOFT,52,29,N,1,45,E,192,37056,S,CB,E,Y,N,N,Y,Y,O,L,N,N,2,M,,,Y,N,Y,Y,Y,,Y,,Y,,,,Y,Y,Y,,Y,Y,Y,,,,,Y,Y,,Y,,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,S,S,52 29 N 1 45 E,52.4833333333333,1.75
35750,35720,FR,CALAIS,50,58,N,1,51,E,191,37126,S,CB,G,Y,N,N,Y,Y,L,D,J,,6,M,Y,,Y,N,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,,,,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,A,S,S,50 58 N 1 51 E,50.9666666666667,1.85
35740,35720,FR,GRAVELINES,51,0,N,2,7,E,191,37123,V,RT,G,Y,N,N,Y,Y,Q,K,,,6,M,Y,Y,Y,N,Y,N,Y,Y,Y,,Y,Y,,Y,Y,Y,Y,,Y,Y,,,,,,Y,,,N,Y,Y,,,,,Y,,,,,,,Y,Y,Y,Y,Y,C,,S,51 0 N 2 7 E,51,2.11666666666667
38550,38340,ES,BARCELONA,41,21,N,2,10,E,131,52122/0,L,CB,G,N,Y,N,Y,,K,A,F,,1,L,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,B,M,S,41 21 N 2 10 E,41.35,2.16666666666667
35732,35720,FR,DUNKERQUE PORT OUEST,51,4,N,2,21,E,191,37123,M,CT,G,Y,N,N,Y,Y,C,C,B,B,6,L,Y,Y,Y,N,Y,Y,Y,,Y,,Y,Y,,,Y,Y,Y,,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,,,Y,,,Y,,,,,,Y,Y,Y,Y,Y,C,,,51 4 N 2 21 E,51.0666666666667,2.35
35730,35720,FR,DUNKERQUE PORT EST,51,3,N,2,23,E,191,37123,M,RT,E,Y,N,N,Y,Y,G,C,G,H,6,L,Y,Y,Y,N,Y,Y,Y,,Y,,Y,Y,,,Y,Y,Y,,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,,Y,Y,Y,Y,Y,A,L,,51 3 N 2 23 E,51.05,2.38333333333333
