Index.No.,Region,Country,Port.Name,latdeg,latmin,latdir,londeg,lonmin,londir,Publication,Chart,Harbor.Size,Harbor.Type,Shelter,Tide,Swell,Ice,Other,Overhead.Limits,Channel,Anchorage,Cargo.Pier,Oil.Terminal,Tide.1,Maximum.Size,Good.Holding,Turning.Area,X1st.Port.of.Entry,U.S.,ETA.Message,Compulsory,Available,Local.Assistance,Advisable,Tug.Salvage,Tug.Assistance,Pratique,Derat.Certificate,Other.1,Telephone,Telegraph,Radio,Radio.Telephone,Air,Rail,Wharves,Anchor,Med..Moor,Beach.Moor,Ice.Moor,Medical.Facilities,Garbage.Disposal,Degauss,Dirty.Ballast,Fixed,Mobile,Floating,X100.Tons.Plus,X50.100.Tons,X25.49.Tons,X0.24.Tons,Longshore,Electrical,Steam,Nav.Equipment,Electric.Repair,Provisions,Water,Fuel.Oil,Diesel.Oil,Deck,Engine,Repair,Drydock,Railway,latlon,lat,lon
46110,46100,BJ,COTONOU,6,21,N,2,26,E,123,57103,M,CB,G,N,Y,N,N,,K,H,K,L,2,L,Y,,Y,Y,Y,Y,Y,,,,Y,Y,,,Y,,Y,Y,Y,Y,Y,,,,,Y,Y,,N,Y,Y,,,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,,,C,S,L,6 21 N 2 26 E,6.35,2.43333333333333
38630,38600,ES,PALMA DE MALLORCA,39,34,N,2,38,E,131,52144,M,CB,F,N,N,N,N,,K,G,D,F,1,L,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,Y,,,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,C,S,M,39 34 N 2 38 E,39.5666666666667,2.63333333333333
31320,31240,BE,NIEUWPOORT,51,8,N,2,45,E,192,37129,V,LC,G,Y,N,N,Y,,P,M,O,,5,M,,,Y,N,Y,Y,Y,Y,,N,N,Y,,,Y,,Y,,Y,Y,Y,,,,,Y,,,N,Y,Y,,,Y,,,,,,,,,Y,Y,Y,,,C,,S,51 8 N 2 45 E,51.1333333333333,2.75
31310,31240,BE,OOSTENDE,51,14,N,2,55,E,192,37129,S,RT,F,Y,Y,N,N,Y,N,M,N,O,5,M,,Y,Y,N,Y,Y,Y,,Y,,Y,Y,,,,,Y,,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,Y,,,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,C,M,M,51 14 N 2 55 E,51.2333333333333,2.91666666666667
38570,38340,ES,SAN FELIU DE GUIXOLS,41,47,N,3,2,E,131,52123,V,CB,F,,,,Y,,M,C,M,,0,M,,N,Y,N,Y,Y,Y,,,N,N,,,,Y,Y,Y,Y,Y,,Y,,,,,Y,,,N,Y,Y,,,,Y,Y,,,,,,,Y,Y,Y,,,C,,M,41 47 N 3 2 E,41.7833333333333,3.03333333333333
45570,45470,DZ,ALGER,36,46,N,3,4,E,131,52243,L,CB,E,N,Y,N,Y,,D,J,K,,1,L,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,,Y,,Y,,Y,Y,Y,Y,Y,,,,,Y,,,Y,Y,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,S,L,36 46 N 3 4 E,36.7666666666667,3.06666666666667
38730,38710,FR,PORT-LA-NOUVELLE,43,1,N,3,4,E,131,53060,S,LC,G,N,N,N,Y,Y,N,C,L,G,0,M,Y,Y,Y,N,Y,Y,Y,Y,,N,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,,,,Y,,,N,,Y,,,,,Y,Y,,,,,Y,Y,Y,Y,,,C,,S,43 1 N 3 4 E,43.0166666666667,3.06666666666667
38580,38340,ES,PALAMOS,41,50,N,3,7,E,131,52089,S,CB,F,N,N,N,Y,,D,E,E,,0,M,Y,,Y,N,Y,Y,Y,,,N,Y,Y,,,Y,,Y,,Y,Y,Y,,,,,Y,,,N,Y,Y,,,Y,Y,Y,Y,,,,,,Y,Y,Y,,,C,,,41 50 N 3 7 E,41.8333333333333,3.11666666666667
38720,38710,FR,PORT-VENDRES,42,31,N,3,7,E,131,52081,S,CB,G,,Y,N,N,,L,A,L,,0,M,Y,,Y,N,Y,Y,Y,,,N,N,Y,Y,,,,Y,,Y,Y,Y,Y,Y,,,,Y,,N,Y,Y,,,Y,Y,Y,,,,,,Y,Y,Y,Y,,,C,S,,42 31 N 3 7 E,42.5166666666667,3.11666666666667
38670,38600,ES,PUERTO DE ALCUDIA,39,50,N,3,8,E,131,52141,V,CB,F,N,N,N,Y,N,M,H,M,M,0,M,Y,N,,N,Y,Y,Y,,Y,,Y,,,,Y,Y,Y,,Y,,Y,,,,,Y,N,,Y,Y,,,,,Y,Y,Y,,,Y,,Y,Y,Y,Y,,,C,,,39 50 N 3 8 E,39.8333333333333,3.13333333333333
38585,38340,ES,LAS HORMIGAS,41,52,N,3,11,E,131,52124,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41 52 N 3 11 E,41.8666666666667,3.18333333333333
38590,38340,ES,ROSAS,42,16,N,3,11,E,131,52120,V,CN,G,N,N,N,Y,,M,E,O,,0,,,,N,N,Y,N,Y,,,N,Y,Y,,,,,Y,,Y,Y,,Y,,,,Y,,,N,Y,,,,,,Y,,,,,,,Y,Y,,,,C,,,42 16 N 3 11 E,42.2666666666667,3.18333333333333
31280,31240,BE,ZEEBRUGGE,51,20,N,3,12,E,192,37248,M,CB,G,Y,N,N,Y,N,K,L,G,H,14,L,,Y,Y,N,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,,,,,Y,Y,,Y,,Y,,,,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,C,M,L,51 20 N 3 12 E,51.3333333333333,3.2
31290,31240,BE,BRUGES,51,14,N,3,13,E,192,37248,V,LC,E,Y,N,N,Y,Y,L,,N,,0,M,,Y,Y,N,Y,Y,,,Y,,,,Y,,Y,Y,Y,,,Y,Y,,,,,Y,Y,,Y,Y,,Y,Y,,,Y,,,,,,,Y,Y,Y,Y,Y,C,,S,51 14 N 3 13 E,51.2333333333333,3.21666666666667
46131,46120,NG,TIN CAN ISLAND,6,21,N,3,21,E,123,57101,V,RN,F,Y,,,Y,Y,K,L,K,,1,L,,,,,Y,Y,Y,,,,Y,,,,,,Y,,Y,N,Y,,,,,Y,,,,Y,Y,,,,Y,Y,Y,,,,,,Y,Y,Y,,,B,,,6 21 N 3 21 E,6.35,3.35
46130,46120,NG,LAGOS,6,24,N,3,24,E,123,57101,L,RN,G,Y,Y,N,Y,,L,G,H,G,1,L,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,,,,Y,Y,,Y,,Y,Y,Y,Y,,,Y,Y,,,,Y,Y,Y,Y,Y,Y,C,M,M,6 24 N 3 24 E,6.4,3.4
31210,30980,NL,VLISSINGEN,51,27,N,3,36,E,192,37248,M,RN,G,N,N,N,Y,,H,K,L,K,4,M,,,Y,N,Y,Y,Y,,Y,,Y,N,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,,,Y,Y,,Y,Y,Y,Y,Y,A,M,S,51 27 N 3 36 E,51.45,3.6
38750,38710,FR,SETE,43,24,N,3,42,E,131,53065,S,CB,E,N,Y,N,Y,Y,G,L,H,J,1,M,Y,,Y,N,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,Y,,Y,,,,Y,Y,Y,,,,,Y,Y,Y,Y,,,C,,L,43 24 N 3 42 E,43.4,3.7
31270,31240,BE,GHENT,51,4,N,3,44,E,192,37246,M,LC,F,N,N,N,Y,Y,J,G,J,N,0,L,Y,Y,Y,N,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,,,,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,B,M,M,51 4 N 3 44 E,51.0666666666667,3.73333333333333
31220,30980,NL,TERNEUZEN,51,21,N,3,49,E,192,37246,M,RT,G,N,N,N,Y,Y,K,G,N,L,4,M,Y,Y,N,,Y,Y,Y,,Y,,Y,N,Y,,,,Y,,,Y,Y,Y,,,,Y,Y,,Y,Y,Y,,,,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,C,M,M,51 21 N 3 49 E,51.35,3.81666666666667
45560,45470,DZ,DELLYS,36,55,N,3,55,E,131,52240,V,CB,F,,,,Y,,,H,N,,1,M,Y,,,,Y,Y,Y,,,,N,Y,,,Y,,Y,,Y,,Y,Y,,,,Y,,,,,,,,,,,Y,Y,,,,,Y,N,N,,,N,,,36 55 N 3 55 E,36.9166666666667,3.91666666666667
31215,30980,NL,HANSWEERT,51,27,N,4,0,E,192,37246,V,CT,F,,,,Y,Y,N,J,,,3,M,,,Y,,Y,,Y,,,,Y,,Y,,Y,,Y,,,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,Y,Y,Y,,,,,S,51 27 N 4 0 E,51.45,4
31085,30980,NL,EUROPOORT,51,57,N,4,7,E,192,37241/2,M,LC,G,N,N,N,Y,,C,J,J,H,1,L,,,Y,,Y,Y,Y,,,,Y,,Y,Y,,,Y,Y,,Y,Y,Y,,,,,,,N,,Y,Y,,,Y,Y,,,,,,,Y,Y,,,,,,M,51 57 N 4 7 E,51.95,4.11666666666667
31080,30980,NL,HOEK VAN HOLLAND,51,57,N,4,8,E,192,37241/2,V,RB,G,Y,Y,N,Y,,E,G,M,,1,,,,N,Y,Y,Y,,,Y,,,,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,N,Y,Y,,,,,Y,Y,,,,,,Y,Y,Y,,,C,,S,51 57 N 4 8 E,51.95,4.13333333333333
31100,30980,NL,MAASSLUIS,51,55,N,4,15,E,192,37243,V,LC,G,N,N,N,Y,Y,H,J,N,C,5,M,,,Y,Y,Y,Y,Y,,,,Y,,Y,Y,,,Y,Y,,Y,Y,,,,,,Y,,N,,,,,,,,Y,,,,,,Y,Y,Y,,,C,,M,51 55 N 4 15 E,51.9166666666667,4.25
38690,38600,ES,MAHON,39,53,N,4,16,E,131,52143,V,RB,P,N,N,N,Y,N,G,A,J,,0,M,Y,,Y,N,Y,Y,Y,,Y,,Y,Y,,Y,,Y,Y,Y,Y,,Y,,,,,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,Y,,,,,Y,Y,Y,Y,,,C,S,,39 53 N 4 16 E,39.8833333333333,4.26666666666667
31070,30980,NL,SCHEVENINGEN,52,6,N,4,16,E,192,37241,V,CB,F,Y,N,N,Y,,,K,M,,2,M,,Y,N,N,Y,N,Y,Y,Y,,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,,,,,,,,,,,,,Y,Y,Y,,,,C,S,,52 6 N 4 16 E,52.1,4.26666666666667
31260,31240,BE,BRUXELLES,50,52,N,4,21,E,192,37246,S,RT,E,Y,N,N,Y,Y,O,J,O,O,0,M,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,,,,Y,,Y,Y,Y,,,,,Y,Y,,,Y,Y,Y,,,,Y,Y,,,,,Y,Y,Y,Y,Y,Y,C,,S,50 52 N 4 21 E,50.8666666666667,4.35
31120,30980,NL,VLAARDINGEN,51,54,N,4,21,E,192,37243,V,RB,G,N,N,N,Y,,J,J,J,J,2,M,,,Y,,Y,Y,Y,,,,Y,,Y,Y,,,Y,,Y,Y,Y,,,,,Y,,,Y,,Y,Y,,,,Y,Y,,,,,,Y,Y,Y,,Y,B,S,S,51 54 N 4 21 E,51.9,4.35
31250,31240,BE,ANTWERPEN,51,13,N,4,24,E,192,37246,L,RT,G,N,N,Y,Y,Y,J,C,J,M,4,M,,Y,Y,Y,Y,Y,Y,Y,,N,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,,51 13 N 4 24 E,51.2166666666667,4.4
31130,30980,NL,SCHIEDAM,51,54,N,4,24,E,192,37243,V,RB,G,N,N,N,Y,,K,J,M,,2,M,,,Y,,Y,Y,Y,,Y,,Y,,Y,,Y,,Y,,Y,Y,Y,,,,,Y,,,Y,N,N,Y,,,,,Y,,,Y,Y,,Y,Y,Y,,Y,A,M,S,51 54 N 4 24 E,51.9,4.4
31140,30980,NL,ROTTERDAM,51,54,N,4,29,E,192,37243/1,L,RB,F,N,N,N,Y,Y,J,J,M,H,1,L,Y,Y,Y,,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,M,S,51 54 N 4 29 E,51.9,4.48333333333333
31040,30980,NL,IJMUIDEN,52,28,N,4,35,E,192,37163/2,S,CT,G,N,N,,Y,Y,G,G,K,,2,M,,Y,Y,N,Y,Y,Y,,Y,,Y,,Y,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,,,,,,,Y,Y,,,Y,C,,S,52 28 N 4 35 E,52.4666666666667,4.58333333333333
31150,30980,NL,DORDRECHT,51,49,N,4,39,E,192,37243,M,RN,G,Y,N,Y,Y,Y,K,J,L,M,1,L,,,Y,N,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,,,,,Y,Y,,Y,,Y,Y,,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,C,,S,51 49 N 4 39 E,51.8166666666667,4.65
31020,30980,NL,DEN HELDER,52,58,N,4,47,E,192,37238,S,RB,G,Y,N,Y,Y,Y,L,F,N,N,2,M,,,N,N,Y,Y,Y,,Y,N,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,Y,Y,Y,Y,,,B,S,S,52 58 N 4 47 E,52.9666666666667,4.78333333333333
38770,38710,FR,PORT SAINT LOUIS DU RHONE,43,23,N,4,49,E,131,53063/1,S,LC,F,N,N,N,Y,N,M,M,E,B,0,L,,,Y,N,Y,Y,,Y,Y,N,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,,,,,,,,Y,Y,,Y,,,Y,,,,,,,Y,Y,Y,Y,,,C,,S,43 23 N 4 49 E,43.3833333333333,4.81666666666667
46171,46120,NG,UKPOKITI MARINE TERMINAL,5,43,N,4,50,E,123,57120,V,OR,P,,,,Y,,A,A,,A,0,L,Y,Y,,,Y,Y,Y,,,,Y,,,,Y,Y,Y,Y,,,,,Y,,,N,,,N,,,,,,,,,,,,,,N,N,,,,,,,5 43 N 4 50 E,5.71666666666667,4.83333333333333
31050,30980,NL,ZAANDAM,52,26,N,4,50,E,192,37163,S,LC,E,N,N,N,Y,Y,L,G,L,,4,M,,,Y,Y,Y,N,Y,,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,,Y,,,,,Y,Y,,,,,Y,Y,Y,Y,,,C,,,52 26 N 4 50 E,52.4333333333333,4.83333333333333
23139,20620,NO,STURA,60,37,N,4,51,E,182,43303,V,OR,F,N,N,N,Y,N,A,,,B,2,L,N,,Y,,Y,Y,Y,,,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,Y,,,Y,Y,,N,,,,,,,,Y,,,,Y,Y,Y,N,N,,,C,,,60 37 N 4 51 E,60.6166666666667,4.85
38775,38710,FR,FOS,43,25,N,4,53,E,131,53063/1,V,CB,F,Y,N,N,,,B,J,M,C,0,L,Y,,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,,Y,,,,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,B,M,S,43 25 N 4 53 E,43.4166666666667,4.88333333333333
31060,30980,NL,AMSTERDAM,52,22,N,4,54,E,192,37163,L,LC,E,N,N,N,Y,Y,H,G,K,L,2,M,,Y,Y,Y,Y,Y,,,Y,,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,A,M,S,52 22 N 4 54 E,52.3666666666667,4.9
38780,38710,FR,PORT-DE-BOUC,43,24,N,4,59,E,131,53063/1,S,CB,F,N,N,N,Y,Y,J,J,L,,0,L,Y,,Y,N,Y,Y,,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,Y,Y,Y,Y,,,,Y,,,,,,Y,Y,Y,Y,Y,Y,A,,S,43 24 N 4 59 E,43.4,4.98333333333333
46135,46120,NG,ESCRAVOS OIL TERMINAL,5,30,N,5,0,E,123,57120,V,OR,P,N,Y,N,Y,,A,A,,A,1,L,,,,,Y,Y,Y,,Y,,Y,Y,,,Y,,Y,Y,,,,Y,Y,,,Y,,,N,N,,,,,,,Y,,,,,N,N,N,N,N,N,N,,,5 30 N 5 0 E,5.5,5
23195,20620,NO,TRANNESET,60,25,N,5,1,E,182,43303,S,CN,G,N,N,N,N,Y,A,A,,O,1,L,Y,Y,Y,N,Y,Y,Y,,,,Y,N,Y,,Y,,Y,Y,Y,Y,Y,Y,,,,Y,,,N,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,Y,Y,B,M,,60 25 N 5 1 E,60.4166666666667,5.01666666666667
23138,20620,NO,MONGSTAD,60,49,N,5,2,E,182,43302,M,OR,G,N,N,N,Y,N,A,A,M,L,7,M,N,N,Y,N,Y,Y,Y,,Y,N,Y,Y,Y,,Y,N,Y,Y,Y,,Y,N,N,N,N,,Y,,Y,,Y,,,,,Y,,,,Y,Y,Y,Y,Y,Y,,,C,M,,60 49 N 5 2 E,60.8166666666667,5.03333333333333
23130,20620,NO,FLORO,61,36,N,5,2,E,182,43285,V,CB,G,N,N,N,Y,,,,M,K,2,,N,,Y,N,Y,Y,Y,,,,Y,,Y,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,,Y,,Y,,Y,Y,Y,,,Y,,,Y,Y,Y,Y,Y,Y,Y,B,,S,61 36 N 5 2 E,61.6,5.03333333333333
45550,45470,DZ,BEJAIA,36,45,N,5,5,E,131,52221,S,CB,G,N,Y,N,Y,,G,K,K,,0,M,Y,,,N,Y,Y,Y,,Y,,Y,Y,,,Y,,Y,,Y,Y,Y,Y,Y,,,Y,Y,,Y,Y,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,A,L,M,36 45 N 5 5 E,36.75,5.08333333333333
23300,20620,NO,MELING,59,47,N,5,7,E,182,43323,V,CN,G,N,Y,N,Y,N,,H,P,,0,M,,,N,N,Y,,Y,,,,,,,,Y,,,,,,Y,Y,,Y,,,,,N,Y,,,,,Y,,,,,,,,Y,Y,,,,,,,59 47 N 5 7 E,59.7833333333333,5.11666666666667
23125,20620,NO,MALOY,61,56,N,5,7,E,182,43283,S,CN,G,N,N,N,Y,Y,A,A,J,,1,M,Y,,Y,N,Y,,Y,,,N,Y,,Y,,Y,,Y,Y,,,Y,Y,,Y,,Y,Y,,N,N,N,N,N,N,N,N,,N,N,Y,Y,,Y,Y,,,,C,,,61 56 N 5 7 E,61.9333333333333,5.11666666666667
23455,20620,NO,ESPEVAER,59,35,N,5,9,E,182,43324,V,CN,G,N,N,N,Y,Y,,H,M,,0,M,Y,,N,N,N,,,Y,Y,,,,,,Y,,,,,,Y,Y,,Y,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,C,,,59 35 N 5 9 E,59.5833333333333,5.15
23180,20620,NO,BRATTHOLMEN,60,21,N,5,10,E,182,43321,V,CN,G,N,N,N,Y,,A,J,O,,0,M,,,N,N,Y,,,,,,,,,,Y,,,,,,Y,Y,,,,,,,N,,,,,,,,,,,,,Y,Y,Y,,,,,,,60 21 N 5 10 E,60.35,5.16666666666667
46161,46120,NG,FORCADOS OIL TERMINAL,5,10,N,5,11,E,123,57120,V,OR,P,,Y,,Y,,A,A,,A,2,L,Y,,Y,,Y,Y,Y,,Y,N,N,,,,,,Y,Y,,,,Y,Y,,,Y,,,N,,,,,,,,Y,,,,,,N,Y,Y,,,N,,,5 10 N 5 11 E,5.16666666666667,5.18333333333333
23465,20620,NO,AKRAHAMN,59,16,N,5,11,E,182,43324,V,CB,G,N,N,N,Y,Y,G,,P,,0,M,,,N,N,Y,,,Y,Y,,,,,,Y,,,,,,Y,Y,Y,Y,,Y,,,,,,,,,,,,,,,,Y,Y,,,,,C,,,59 16 N 5 11 E,59.2666666666667,5.18333333333333
23485,20620,NO,SKUDENESHAVN,59,9,N,5,16,E,182,43341,V,CB,G,N,N,N,N,N,M,N,N,M,0,M,Y,,Y,N,Y,,Y,,Y,,Y,Y,Y,,Y,Y,Y,,Y,,Y,Y,,Y,,Y,Y,,N,,,,,,,,,,,,,Y,Y,Y,,,,C,,S,59 9 N 5 16 E,59.15,5.26666666666667
23440,20620,NO,HAUGESUND,59,25,N,5,16,E,182,43324,S,CN,E,N,N,N,Y,Y,J,C,N,J,1,M,Y,Y,Y,N,Y,Y,,,Y,,Y,,Y,,,,Y,Y,Y,,Y,Y,,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,,,Y,Y,,Y,Y,C,M,,59 25 N 5 16 E,59.4166666666667,5.26666666666667
46180,46120,NG,SEA EAGLE TERMINAL,4,48,N,5,19,E,123,57120,V,OR,P,,Y,,Y,Y,A,A,,A,0,L,,,,,Y,Y,Y,,,,Y,,,,Y,Y,Y,,,,,Y,,,,Y,,,N,,,,,,,,,,,,,N,N,N,N,,,N,,,4 48 N 5 19 E,4.8,5.31666666666667
23450,20620,NO,KOPERVIK,59,17,N,5,19,E,182,43324,V,OR,G,N,N,N,Y,Y,N,K,N,L,0,,,,N,N,Y,,Y,Y,Y,,Y,,Y,Y,Y,,Y,Y,Y,,Y,Y,,,,Y,,,Y,,Y,Y,Y,Y,,,Y,,,,,,Y,Y,,,,C,M,,59 17 N 5 19 E,59.2833333333333,5.31666666666667
23160,20620,NO,BERGEN,60,24,N,5,19,E,182,43322/1,M,CN,E,N,N,N,Y,Y,A,L,J,M,1,L,Y,Y,Y,N,Y,Y,Y,,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,N,,Y,Y,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,M,S,60 24 N 5 19 E,60.4,5.31666666666667
38810,38710,FR,MARSEILLE,43,19,N,5,22,E,131,53062/1,S,CB,E,N,N,N,N,Y,H,J,F,J,0,L,Y,Y,Y,N,Y,Y,,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,S,43 19 N 5 22 E,43.3166666666667,5.36666666666667
23330,20620,NO,SAGVAG,59,46,N,5,23,E,182,43323,V,CN,G,Y,Y,N,Y,N,L,K,J,,0,M,,,N,N,Y,,,Y,Y,,,,,,Y,,,,,,Y,Y,,,,,,,N,,,,,,,,,,,,,,Y,,,,,C,,S,59 46 N 5 23 E,59.7666666666667,5.38333333333333
23310,20620,NO,MOSTERHAMN,59,42,N,5,24,E,182,43324,V,CN,G,N,Y,N,Y,N,G,G,O,,0,M,,,N,N,Y,,,,,,,,,,Y,,,,,,Y,Y,,Y,,,,,N,,,,,,,,,,,,,,Y,Y,,,,,,,59 42 N 5 24 E,59.7,5.4
31010,30980,NL,HARLINGEN,53,11,N,5,25,E,192,37223,V,CT,F,N,N,Y,Y,Y,O,O,O,N,2,M,,,N,N,Y,Y,Y,,Y,N,Y,,Y,,Y,Y,Y,,,Y,Y,,,,,Y,,,Y,Y,Y,Y,,,,Y,Y,,,,,Y,Y,Y,Y,Y,Y,C,M,S,53 11 N 5 25 E,53.1833333333333,5.41666666666667
46160,46120,NG,FORCADOS,5,22,N,5,26,E,123,57120/1,V,RN,F,N,Y,N,Y,,O,L,N,,3,L,Y,,Y,,Y,Y,Y,,Y,N,N,Y,Y,,N,,Y,Y,Y,,Y,Y,,,,Y,N,,N,,,,,,,,N,N,N,N,N,N,N,Y,N,N,N,N,,,5 22 N 5 26 E,5.36666666666667,5.43333333333333
46140,46120,NG,KOKO,6,0,N,5,28,E,123,57121,V,RN,F,,,,Y,,N,M,M,M,1,M,Y,,,,Y,Y,Y,,N,N,N,,,,N,,Y,Y,,,Y,,,,,Y,,,N,Y,,,,,,Y,Y,,,,,N,Y,Y,Y,N,N,N,,,6 0 N 5 28 E,6,5.46666666666667
46165,46120,NG,BURUTU,5,21,N,5,30,E,123,57120/1,V,RN,G,N,N,N,Y,,O,M,M,,4,M,Y,,Y,N,Y,Y,Y,,,N,Y,,,,Y,,Y,Y,,Y,Y,Y,,,,Y,,,N,Y,Y,,,,Y,Y,Y,Y,,,,,Y,N,N,Y,Y,B,S,,5 21 N 5 30 E,5.35,5.5
23340,20620,NO,LEIRVIK,59,47,N,5,30,E,182,43323,V,CN,G,N,N,N,Y,Y,,A,N,P,1,M,,,N,N,Y,N,Y,,,,Y,,Y,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,,N,,,,,,,,,,,,,,Y,,,,,C,S,S,59 47 N 5 30 E,59.7833333333333,5.5
23451,20620,NO,KARSTO,59,16,N,5,31,E,182,43324,M,OR,F,,,,Y,Y,A,A,J,G,0,L,,,,N,Y,Y,Y,,Y,,Y,,,Y,,,Y,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,Y,N,N,,,C,M,,59 16 N 5 31 E,59.2666666666667,5.51666666666667
23487,20620,NO,TANANGER,58,56,N,5,35,E,182,43341,V,CB,G,N,N,N,Y,N,A,M,H,J,1,M,Y,Y,Y,N,Y,Y,Y,,,N,Y,,Y,,,,Y,Y,Y,Y,Y,Y,,Y,,,Y,,Y,Y,Y,,Y,,,Y,,,,,,,Y,Y,Y,,,C,,,58 56 N 5 35 E,58.9333333333333,5.58333333333333
46200,46120,NG,PENNINGTON OIL TERMINAL,4,15,N,5,37,E,123,57140,L,OR,P,N,Y,N,Y,,,A,,A,1,L,,,,,Y,Y,Y,,,N,N,,,,,,Y,Y,,,,,,,,Y,N,,N,N,,,,,,,Y,,,,,N,N,N,N,N,N,N,,,4 15 N 5 37 E,4.25,5.61666666666667
23115,20620,NO,MOLDTUSTRANDA,62,18,N,5,39,E,182,43281,V,CN,G,N,N,N,Y,N,,C,O,,0,,Y,,N,N,Y,,Y,,Y,,,,,,Y,Y,,,,,Y,Y,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,62 18 N 5 39 E,62.3,5.65
23220,20620,NO,STRANDVIK,60,10,N,5,40,E,182,43320,V,CN,G,N,Y,N,Y,N,,H,L,,0,M,,,N,N,Y,,,,,,,,,,Y,,,,,,,Y,,Y,,,,,N,,,,,,,,,,,,,,,,,,,,,,60 10 N 5 40 E,60.1666666666667,5.66666666666667
46150,46120,NG,SAPELE,5,54,N,5,41,E,123,57121,V,RN,F,N,N,N,Y,,N,M,K,,1,L,,,Y,N,Y,Y,Y,,Y,N,Y,Y,,,Y,,Y,Y,,,Y,Y,,,,Y,,,N,,,,,,,,N,N,N,N,N,N,Y,Y,Y,N,N,N,,,5 54 N 5 41 E,5.9,5.68333333333333
